idx,SEX_GBN,AGE_GBN,JOB_GBN,ADD_GBN,INCOME_GBN,MARRY_Y,DOUBLE_IN,NUMCHILD,TOT_ASSET,ASS_FIN,ASS_REAL,ASS_ETC,M_TOT_SAVING,M_JEOK,CHUNG_Y,M_FUND_STOCK,M_FUND,M_STOCK,M_SAVING_INSUR,M_CHUNG,TOT_DEBT,D_SHINYONG,D_DAMBO,D_JUTEAKDAMBO,D_JEONSEA,RETIRE_NEED,FOR_RETIRE,TOT_YEA,TOT_JEOK,TOT_CHUNG,TOT_FUND,TOT_ELS_ETE,TOT_SOBI,M_CRD_SPD
16487,1,6,8,5,5,2,1,2,30550,8050,22000,500,50,20,,0,0,0,0,0,0,0,0,0,0,,0,,500,,,1500,350,1656130
16489,1,4,2,4,3,2,1,3,28700,200,28000,500,10,0,,0,0,0,0,0,17000,4000,13000,0,0,200,0,,,,,,200,3809610
16490,1,2,2,4,3,1,,,1950,1920,0,30,130,120,5,0,0,0,0,10,0,0,0,0,0,,0,,1000,170,,300,100,1437017
16493,1,2,2,5,2,2,1,,13280,80,6200,7000,5,0,,0,0,0,0,0,3430,0,3000,3000,0,,0,,,,,,130,1405288
16494,2,5,9,2,6,2,2,,123200,6200,115000,2000,250,50,,120,120,0,0,0,0,0,0,0,0,,250,400,800,,1500,,300,2568835
16495,2,5,9,5,2,2,2,2,35100,600,32000,2500,50,0,,0,0,0,0,0,0,0,0,0,0,200,0,,,,,,130,2188927
16496,1,6,9,5,5,2,2,2,16200,4200,10000,2000,120,30,5,0,0,0,20,20,0,0,0,0,0,,30,1500,700,900,,,120,1656130
16498,1,4,2,5,7,2,2,2,6270,3270,1000,2000,180,20,5,0,0,0,80,20,14100,0,14100,14100,0,300,0,500,120,500,,,150,3380323
16500,1,6,3,5,7,2,1,3,42460,1260,40000,1200,360,0,5,0,0,0,20,40,30400,8000,14000,10000,0,,80,,,800,,,700,1656130
16501,1,5,2,4,6,2,2,2,67300,23500,42000,1800,110,0,5,0,0,0,35,0,700,0,0,0,0,,35,,,300,,,300,3106659
16502,1,3,2,2,4,2,2,3,19700,200,14500,5000,10,0,,0,0,0,0,0,10000,0,10000,10000,0,,0,,,,,,200,3211358
16503,1,4,2,5,7,2,1,1,29280,4280,23000,2000,120,12,,0,0,0,15,0,10700,0,10000,10000,0,100,0,,1500,,,,500,3380323
16506,1,3,2,2,5,2,2,3,62060,12660,48800,600,100,0,5,50,50,0,38,2,13000,3300,9700,9700,0,,48,300,,400,800,500,220,3211358
16507,2,4,9,5,6,2,2,2,24650,12650,9000,3000,200,10,5,0,0,0,75,15,250,0,0,0,0,300,10,700,1500,900,,,300,2639625
16510,2,3,2,2,5,1,,,1900,300,100,1500,50,0,,0,0,0,0,0,100,100,0,0,0,,0,,,,,,200,2932871
16517,1,4,2,5,7,2,2,2,32700,2600,30000,100,60,0,,0,0,0,0,0,31000,0,30000,25000,0,200,0,,,,,,650,3380323
16518,1,6,2,2,7,2,1,2,60190,7190,50000,3000,400,300,,0,0,0,20,0,15000,0,15000,15000,0,,150,1800,1600,,,,500,1830279
16519,1,4,8,5,4,1,,,14680,10880,1800,2000,110,20,5,0,0,0,55,20,1000,0,0,0,0,200,50,,200,200,,,130,3380323
16521,2,3,2,3,2,1,,,6760,2760,0,4000,10,0,5,0,0,0,0,0,0,0,0,0,0,,0,,,380,1400,,90,2769733
16522,1,2,9,4,3,1,,,1300,300,0,1000,10,0,,0,0,0,0,0,0,0,0,0,0,,10,,,,,,20,1437017
16523,1,3,2,1,4,1,,,9934,6934,0,3000,150,0,5,0,0,0,134,0,0,0,0,0,0,,15,2000,,300,,,120,3993789
16525,2,3,2,5,5,2,2,,650,350,0,300,5,0,5,0,0,0,0,5,2400,0,2400,0,0,,0,,,300,,,130,2641576
16526,2,5,9,4,5,1,,,24500,4000,18000,2500,50,40,,0,0,0,10,0,0,0,0,0,0,,50,,1000,,,,120,2624100
16527,2,4,2,3,2,1,,1,17600,600,17000,0,20,0,,0,0,0,0,0,0,0,0,0,0,150,0,,,,,,130,2835021
16528,1,4,9,3,7,2,2,2,52550,550,50000,2000,50,0,,50,50,0,0,0,0,0,0,0,0,100,10,,,,50,,200,3487272
16530,1,4,2,5,6,2,1,1,26130,130,23000,3000,2,0,5,0,0,0,0,0,20000,0,20000,20000,0,300,0,,,100,,,300,3380323
16531,1,3,2,4,6,2,2,1,16700,2200,8500,6000,150,100,5,0,0,0,0,10,3000,0,0,0,2000,,10,500,1000,300,,,250,3414512
16534,2,2,2,2,3,1,,,1180,680,0,500,25,24,5,0,0,0,0,0,0,0,0,0,0,,15,,250,230,,,60,1741465
16536,2,4,7,5,4,2,2,2,23000,2000,19000,2000,100,0,,0,0,0,0,0,600,0,600,400,0,200,0,,,,,,200,2639625
16537,2,4,8,4,6,2,2,2,102800,10800,90000,2000,30,0,5,0,0,0,0,30,11000,0,0,0,6000,400,0,,,3200,5600,,500,3146000
16539,2,3,2,5,5,2,2,1,4100,2100,0,2000,90,0,5,0,0,0,30,20,0,0,0,0,0,,0,300,,300,,,120,2641576
16541,2,5,3,4,7,2,2,2,87000,24000,60000,3000,300,0,,200,200,0,100,0,14000,0,10000,10000,0,,0,,,,5500,,300,2624100
16543,1,3,8,5,5,2,2,1,14000,3000,8000,3000,60,0,5,0,0,0,56,2,9900,2800,0,0,5500,,0,,,400,,,200,3146348
16544,1,5,8,5,6,2,2,2,39600,8400,30000,1200,50,0,5,0,0,0,20,0,16750,0,15000,15000,0,,26,,1000,300,,,450,2860741
16548,2,3,2,5,2,1,,,6449,1455,4494,500,60,55,5,0,0,0,0,5,0,0,0,0,0,,0,1000,165,190,,,120,2641576
16549,1,2,2,5,4,1,,,2550,550,0,2000,50,10,5,0,0,0,0,40,0,0,0,0,0,,10,150,100,200,,,70,1405288
16550,2,3,2,3,6,2,2,,23780,1680,18000,4100,130,60,5,10,10,0,0,15,13800,0,8900,8900,0,,10,,160,720,300,,300,2769733
16551,1,3,9,2,6,2,2,2,74000,14000,58000,2000,100,0,5,60,30,30,20,20,9800,0,7000,7000,0,,0,1000,2000,500,3000,,200,3211358
16552,2,3,2,5,5,2,2,,33100,2100,28000,3000,250,250,,0,0,0,0,0,0,0,0,0,0,,50,,1200,,,,80,2641576
16553,2,2,9,3,5,2,2,,15430,1430,13000,1000,70,40,5,0,0,0,30,0,5500,3500,0,0,2000,,0,700,300,200,,,50,1693477
16556,1,3,2,5,2,1,,,1800,1300,0,500,50,10,,0,0,0,5,0,0,0,0,0,0,,0,500,500,,,,70,3146348
16557,2,5,3,2,7,2,2,1,69000,9000,55000,5000,400,0,,0,0,0,200,0,0,0,0,0,0,,200,,,,,3000,550,2568835
16559,2,2,2,5,2,1,,,550,550,0,0,40,30,5,0,0,0,0,10,0,0,0,0,0,,10,,300,150,,,100,1682269
16560,1,5,9,5,6,2,2,2,15400,400,10000,5000,50,30,,0,0,0,0,0,500,0,0,0,0,,0,,200,,,,400,2860741
16561,1,5,9,4,5,2,2,2,41550,1050,39000,1500,30,0,,0,0,0,0,0,14000,0,14000,14000,0,,0,,,,,,270,3106659
16563,1,5,9,4,5,2,1,2,36100,600,35000,500,20,10,,0,0,0,0,0,30000,2000,23000,23000,0,,0,,400,,,,250,3106659
16566,1,5,3,5,6,2,2,2,69100,23500,43600,2000,300,0,,50,50,0,250,0,600,0,0,0,0,,0,,,,3000,,350,2860741
16567,1,4,8,3,5,2,2,1,27700,2100,19600,6000,100,100,,0,0,0,0,0,0,0,0,0,0,150,50,800,1000,,,,120,3487272
16568,1,3,9,3,6,2,2,3,51000,3000,46000,2000,50,0,,0,0,0,0,0,20,0,20,0,0,,50,2000,,,,,250,3232276
16572,1,5,2,2,6,2,1,3,46500,500,45000,1000,25,0,,0,0,0,0,0,23500,0,19500,19500,0,,0,,,,,,550,3038873
16577,1,2,8,5,2,1,,,4800,1800,0,3000,70,0,,0,0,0,20,0,0,0,0,0,0,,0,50,150,,,,45,1405288
16578,2,2,2,5,2,1,,,2400,1400,0,1000,130,130,5,0,0,0,0,0,0,0,0,0,0,,100,1000,200,100,,,60,1682269
16579,2,2,2,2,2,1,,,5315,315,5000,0,30,0,,0,0,0,0,0,300,0,0,0,100,,20,,,,,,70,1741465
16582,1,4,9,5,6,2,2,1,14250,250,12000,2000,150,0,5,0,0,0,0,10,4000,0,4000,4000,0,200,0,,,100,,,300,3380323
16583,2,4,2,2,6,2,2,2,81100,1100,80000,0,200,0,5,0,0,0,0,11,0,0,0,0,0,200,200,400,,200,,,150,3198903
16584,1,4,2,5,6,2,2,2,14800,800,12000,2000,5,0,,0,0,0,0,0,10500,0,1400,1400,0,150,0,,,,,,350,3380323
16586,1,3,8,5,4,2,1,3,5900,1800,3000,1100,60,0,,0,0,0,10,0,4900,0,0,0,2000,,0,,,,,,200,3146348
16588,2,4,2,3,5,2,2,2,33250,2450,30500,300,75,50,,0,0,0,0,0,5000,0,5000,5000,0,120,20,350,700,,,,310,2835021
16589,2,4,9,4,2,1,,,3500,500,1000,2000,20,0,,0,0,0,0,0,4060,700,3360,3360,0,200,0,,,,,,20,3146000
16590,2,3,7,5,2,2,2,1,5000,4000,0,1000,30,0,,0,0,0,0,0,0,0,0,0,0,,20,3000,,,,,70,2641576
16594,2,4,2,5,3,1,,,13350,3350,0,10000,100,0,5,0,0,0,0,10,1700,0,1300,0,0,200,0,,,1500,,300,60,2639625
16596,1,4,2,5,5,2,2,2,20100,3500,16000,600,20,0,,0,0,0,0,0,0,0,0,0,0,200,0,3000,,,,,200,3380323
16599,1,3,2,5,4,2,2,,16467,200,15000,1267,30,0,,0,0,0,0,0,5000,0,3000,3000,0,,10,,,,,,150,3146348
16605,1,3,2,4,3,2,2,,41545,545,36000,5000,50,45,5,0,0,0,0,5,20000,0,20000,20000,0,,0,,45,300,,,150,3414512
16609,1,4,2,5,3,2,2,2,18800,2200,15600,1000,50,0,,0,0,0,50,0,7800,0,7800,7800,0,100,0,,,,,,150,3380323
16610,2,4,2,5,4,1,,3,13350,1350,12000,0,30,0,,0,0,0,0,0,5400,0,5400,5400,0,200,0,1000,,,,,220,2639625
16611,2,4,3,3,6,2,2,2,70440,4440,64000,2000,100,40,5,0,0,0,20,0,0,0,0,0,0,300,50,1000,40,300,,,400,2835021
16613,2,3,2,5,3,1,,,2400,1500,0,900,100,0,5,0,0,0,10,10,0,0,0,0,0,,0,,,200,,,100,2641576
16616,1,5,8,3,6,2,2,2,76100,29100,45000,2000,310,280,5,0,0,0,0,0,0,0,0,0,0,,200,20000,1400,200,,,206,2869737
16618,2,5,2,5,2,1,,2,32200,9700,12000,10500,80,80,,0,0,0,0,0,0,0,0,0,0,,30,400,9000,,,,50,2188927
16622,1,5,2,3,6,2,1,2,9630,9630,0,0,120,20,5,40,40,0,34,0,0,0,0,0,0,,34,1000,300,400,900,,380,2869737
16627,1,5,6,5,6,2,2,3,28730,230,26500,2000,100,20,,0,0,0,0,0,0,0,0,0,0,,20,,150,,,,300,2860741
16628,1,4,9,5,4,2,2,,2780,1280,1000,500,50,20,5,0,0,0,0,10,1440,230,830,600,0,250,0,,500,100,,,200,3380323
16630,1,4,2,3,4,2,2,2,10120,120,8000,2000,5,0,5,0,0,0,0,5,2200,0,0,0,0,200,0,,,50,,,42,3487272
16633,1,3,2,4,6,2,2,1,52000,2000,48000,2000,30,0,5,0,0,0,0,0,11000,0,11000,11000,0,,0,,,300,,,200,3414512
16636,2,5,2,3,4,2,2,1,26750,10450,16000,300,81,50,5,0,0,0,0,10,0,0,0,0,0,,60,6800,50,480,,,150,2274012
16639,2,3,3,3,6,2,2,2,900,700,200,0,10,0,,0,0,0,0,0,2000,2000,0,0,0,,10,200,,,,,400,2769733
16640,2,5,9,2,5,2,2,2,56500,6000,50000,500,200,0,,0,0,0,0,0,0,0,0,0,0,,0,2500,,,,2500,200,2568835
16642,2,4,7,2,5,2,2,1,18000,2500,15000,500,100,40,,0,0,0,0,0,4900,600,4000,3500,0,200,0,,500,,,,150,3198903
16647,1,3,2,5,2,1,,,5300,300,0,5000,100,0,,0,0,0,0,0,0,0,0,0,0,,1,,,,,,50,3146348
16648,1,4,2,3,5,2,2,1,19600,1600,17000,1000,30,25,5,0,0,0,0,5,12000,0,7000,7000,5000,200,0,,600,800,,,300,3487272
16651,2,3,2,5,6,2,2,,28330,7330,18000,3000,100,62,5,0,0,0,34,0,0,0,0,0,0,,50,,3000,500,200,1000,200,2641576
16654,2,4,2,5,6,2,2,2,22525,6025,6500,10000,60,20,5,0,0,0,10,10,2800,500,1200,1200,0,100,30,2100,150,190,500,,400,2639625
16655,1,4,2,3,4,2,1,3,28062,7062,21000,0,90,36,5,0,0,0,10,2,16200,0,13500,13500,0,300,36,,3700,402,,,300,3487272
16657,2,4,2,5,7,2,2,2,40600,15600,25000,0,220,155,5,0,0,0,0,0,0,0,0,0,0,20,0,6000,1500,600,400,,500,2639625
16658,2,3,2,3,4,1,,,11100,1100,5000,5000,10,0,,0,0,0,0,0,0,0,0,0,0,,0,,500,,,,170,2769733
16659,1,5,9,1,6,2,1,2,38000,5000,28000,5000,30,0,,0,0,0,30,0,5500,0,5500,5500,0,400,15,,,,,,400,4970759
16660,2,4,3,5,7,2,2,1,109200,8200,98000,3000,300,10,,0,0,0,100,0,0,0,0,0,0,300,100,3000,4000,,,,400,2639625
16661,1,4,2,3,5,2,2,2,15860,860,10000,5000,50,0,5,0,0,0,0,50,650,250,0,0,0,200,0,,,60,,,300,3487272
16663,1,5,2,4,5,2,2,2,51350,4550,46000,800,15,0,5,0,0,0,0,10,500,0,0,0,0,,0,,,650,,,350,3106659
16664,1,5,3,5,6,2,2,2,69800,31300,38000,500,150,0,,0,0,0,30,0,400,0,0,0,0,,50,20000,,,8000,,300,2860741
16666,2,5,2,1,7,2,2,2,223900,42900,175000,6000,400,0,5,0,0,0,100,2,11000,0,11000,11000,0,,200,,500,800,,,600,3730941
16669,1,4,2,3,6,2,2,,20100,4600,15000,500,300,100,5,40,40,0,60,20,0,0,0,0,0,200,100,500,600,300,500,,200,3487272
16670,1,3,9,5,6,2,2,2,47500,3500,42000,2000,300,200,,100,50,50,0,0,2000,0,2000,2000,0,,200,1000,500,,500,,100,3146348
16671,1,3,9,5,3,2,2,2,26050,50,25000,1000,1,0,,0,0,0,0,0,51,0,51,51,0,,0,,,,,,84,3146348
16672,1,3,2,5,3,1,,,3680,3280,0,400,130,0,,20,20,0,20,0,1419,0,0,0,0,,20,,,,600,500,110,3146348
16674,2,3,2,4,4,1,,,15925,5925,10000,0,140,90,5,0,0,0,30,10,800,0,0,0,0,,50,1600,1000,250,1000,,60,2929480
16676,1,4,2,3,4,2,1,2,111630,2430,108000,1200,50,0,5,0,0,0,10,4,20100,0,19900,19900,0,200,0,,,800,100,,300,3487272
16678,1,4,2,4,6,2,1,2,38500,3000,34000,1500,70,0,,0,0,0,0,0,22700,0,21700,21700,0,400,0,,,,,,400,3809610
16679,2,5,2,2,6,2,2,1,44200,12500,31000,700,200,0,,0,0,0,100,0,0,0,0,0,0,,0,,,,,,400,2568835
16681,2,2,2,4,3,1,,,22050,5050,7000,10000,100,50,5,1,0,1,10,20,0,0,0,0,0,,0,100,50,600,,,130,1741706
16683,2,2,9,3,6,2,2,1,23020,4020,17000,2000,350,110,5,0,0,0,30,10,5000,0,5000,5000,0,,0,,2600,200,,,250,1693477
16685,1,5,2,3,5,2,1,2,25280,3280,20000,2000,130,0,,80,80,0,0,0,4000,0,2000,2000,0,,0,,,,80,,350,2869737
16686,2,2,2,5,2,1,,,3350,250,100,3000,5,0,5,0,0,0,0,0,20,0,0,0,0,,0,,,150,,,70,1682269
16687,2,2,2,5,7,1,,,14200,1200,10000,3000,70,0,,0,0,0,0,0,1500,0,0,0,0,,70,,,,,,200,1682269
16688,2,3,2,4,4,1,,,14780,5580,9000,200,150,0,5,0,0,0,90,20,0,0,0,0,0,,0,,,1200,,,120,2929480
16690,1,3,9,5,5,2,2,3,22920,420,20500,2000,20,0,5,0,0,0,0,20,3000,0,500,0,0,,0,,,220,,,400,3146348
16695,1,4,2,2,7,2,2,2,81800,7800,72000,2000,70,1,5,0,0,0,67,2,38300,7000,30000,30000,0,500,0,,100,100,,,300,3615840
16696,1,6,9,2,3,1,,2,41460,1160,40000,300,20,0,5,0,0,0,17,3,21900,900,21000,21000,0,,0,,,120,,,70,1830279
16697,1,4,9,3,3,2,1,1,37800,3800,33000,1000,60,0,,0,0,0,30,0,4500,0,4500,4500,0,300,0,,1500,,,,300,3487272
16698,1,4,2,4,4,2,1,2,19050,50,18000,1000,10,0,,0,0,0,0,0,13600,0,0,0,13600,300,0,,,,,,100,3809610
16700,2,4,2,3,5,2,2,2,48200,9200,27000,12000,100,0,,0,0,0,60,0,0,0,0,0,0,250,0,,,,3000,,300,2835021
16701,2,3,2,1,5,2,2,1,66000,6000,55000,5000,10,0,,0,0,0,0,0,0,0,0,0,0,,10,1000,,,,,200,3594431
16703,1,4,7,5,6,1,,2,5200,2500,700,2000,150,0,5,20,20,0,5,5,2380,120,0,0,0,200,0,,,400,150,,450,3380323
16704,2,2,2,4,3,1,,,1100,100,0,1000,15,0,,0,0,0,0,0,4050,0,0,0,0,,0,,,,,,210,1741706
16705,2,4,2,5,4,2,2,2,8600,3200,1400,4000,150,80,5,0,0,0,30,15,2100,0,0,0,0,150,0,1500,800,200,,,150,2639625
16706,2,3,4,3,7,2,2,2,70525,2525,64000,4000,100,0,5,0,0,0,0,0,3000,0,3000,3000,0,,0,,,475,,,600,2769733
16708,1,2,2,5,3,1,,,501,500,0,1,10,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,60,1405288
16709,1,3,2,2,3,2,1,2,30000,3000,25000,2000,40,3,5,0,0,0,5,2,10000,0,10000,10000,0,,5,1000,200,300,,,90,3211358
16711,1,4,2,5,4,2,2,1,80750,250,80000,500,30,0,,0,0,0,0,0,4500,0,500,500,0,200,0,,,,,,250,3380323
16712,1,6,2,4,3,2,1,2,34730,1000,33500,230,202,0,5,0,0,0,2,0,0,0,0,0,0,,0,,,300,,,200,1978722
16714,2,2,2,3,3,1,,,8770,1570,6000,1200,75,0,5,0,0,0,40,5,4200,0,0,0,4200,,20,,,300,,,120,1693477
16715,1,3,2,2,3,2,2,2,15210,1710,13000,500,10,10,,0,0,0,0,0,8820,0,0,0,0,,0,1000,180,,,,170,3211358
16719,2,4,2,3,5,2,2,1,50700,5700,44000,1000,30,0,,0,0,0,0,0,5000,0,5000,5000,0,100,0,,,,,,100,2835021
16720,1,3,2,5,5,2,2,3,12770,2770,0,10000,40,0,,0,0,0,10,0,5400,4600,0,0,0,,10,,,,,,350,3146348
16721,1,3,3,5,5,2,1,1,3300,1300,0,2000,55,20,,0,0,0,0,0,1300,0,400,0,0,,55,,300,,,,200,3146348
16725,1,4,9,3,3,1,,,1180,180,0,1000,50,0,,0,0,0,0,0,1800,0,0,0,0,200,0,60,,,,,100,3487272
16726,1,4,2,5,6,1,,,4000,2000,0,2000,250,0,,0,0,0,0,0,0,0,0,0,0,250,150,,,,,,250,3380323
16727,2,4,2,2,7,2,2,2,70300,800,65000,4500,50,50,,0,0,0,0,0,5700,1800,2500,0,0,200,0,,300,,,,550,3198903
16729,2,3,2,4,2,1,,1,3380,380,1000,2000,5,0,5,0,0,0,0,5,2000,0,0,0,0,,0,,,300,,,150,2929480
16731,1,6,2,4,6,2,2,3,42600,2600,37000,3000,150,100,,0,0,0,0,0,10000,0,10000,10000,0,,0,800,1000,,,,300,1978722
16732,1,5,4,3,4,1,,1,13100,1800,8300,3000,100,0,5,0,0,0,0,10,0,0,0,0,0,,50,,,300,,,100,2869737
16734,2,4,9,3,6,2,2,2,70200,200,70000,0,100,0,,0,0,0,0,0,50,25,0,0,0,50,0,100,,,,,200,2835021
16735,1,5,9,3,7,2,2,2,41610,1410,35200,5000,150,20,,0,0,0,0,0,18480,0,17080,17000,0,,30,,510,,,,500,2869737
16736,1,4,2,4,4,2,2,2,36100,3700,32000,400,26,12,5,0,0,0,10,4,7000,0,7000,7000,0,150,20,,100,400,,,288,3809610
16738,1,6,2,4,7,2,2,2,134099,2899,130000,1200,38,0,5,20,20,0,0,5,25885,0,3300,3300,19999,,0,,,179,220,,1000,1978722
16743,1,5,9,2,3,1,,1,30700,18700,10000,2000,40,10,5,20,20,0,0,0,0,0,0,0,0,100,0,,1200,300,8000,,160,3038873
16744,2,3,9,5,6,2,2,2,34170,17370,16300,500,400,315,5,10,10,0,47,5,0,0,0,0,0,,47,6000,3500,70,1700,,200,2641576
16746,1,5,9,3,6,2,2,2,6500,1000,2500,3000,30,0,,0,0,0,0,0,6000,1000,0,0,0,,0,,,,,,255,2869737
16748,1,4,2,3,3,1,,,30050,7650,21400,1000,80,20,,0,0,0,20,0,0,0,0,0,0,200,20,2000,200,,,,220,3487272
16749,2,4,2,5,4,2,2,1,2100,1600,100,400,10,3,,0,0,0,0,0,1620,0,1500,0,0,200,0,,400,,,,250,2639625
16750,1,4,2,5,6,2,2,2,45700,17200,26500,2000,100,70,5,0,0,0,7,10,16000,0,15500,15500,0,250,0,10000,1000,100,,,450,3380323
16752,1,2,2,3,4,1,,,3350,350,0,3000,150,0,,0,0,0,0,0,0,0,0,0,0,,150,,,,,,60,1316087
16753,2,4,2,3,7,2,2,2,44700,11700,30000,3000,100,50,5,30,0,30,0,0,4000,0,2000,2000,0,300,20,2000,500,700,,,550,2835021
16756,1,2,3,3,3,1,,,2050,450,0,1600,2,0,5,0,0,0,0,2,0,0,0,0,0,,2,,,50,,,60,1316087
16757,1,3,9,5,3,1,,,12205,6205,3500,2500,150,25,5,0,0,0,0,25,0,0,0,0,0,,10,,5000,455,,,80,3146348
16758,2,4,2,5,2,1,,,100,100,0,0,9,0,,0,0,0,0,0,500,0,0,0,0,200,0,,,,,,43,2639625
16759,1,3,2,3,4,2,2,2,12700,200,12000,500,1,0,,0,0,0,0,0,11000,0,10000,10000,0,,0,,,,,,8,3232276
16761,1,5,2,3,3,2,1,1,29700,1700,25000,3000,30,0,,0,0,0,10,0,0,0,0,0,0,,10,200,,,,,150,2869737
16762,1,2,8,3,5,1,,,16000,1000,5000,10000,250,0,5,0,0,0,0,15,1400,0,0,0,0,,180,,,200,,,80,1316087
16763,2,2,3,5,3,1,,,36143,1143,30000,5000,80,80,,0,0,0,0,0,0,0,0,0,0,,0,,900,,,,100,1682269
16765,2,4,2,3,5,2,2,2,26810,3810,21000,2000,130,60,5,10,10,0,10,20,7400,0,5000,5000,0,200,0,,350,680,1200,,210,2835021
16767,2,2,2,3,6,1,,,28900,27900,0,1000,380,277,5,0,0,0,100,3,7000,0,7000,7000,0,,200,20000,2500,1600,,,80,1693477
16769,2,2,2,4,2,1,,,5700,700,0,5000,70,70,,0,0,0,0,0,0,0,0,0,0,,0,,500,,,,30,1741706
16770,1,3,2,5,4,2,2,3,5600,1300,3500,800,70,0,,0,0,0,10,0,4800,0,0,0,1400,,0,,,,,,280,3146348
16772,1,3,2,4,3,2,1,,1420,420,1000,0,35,35,,0,0,0,0,0,1700,800,900,0,0,,0,,220,,,,200,3414512
16773,2,4,6,1,7,2,2,2,198710,2710,186000,10000,50,30,5,0,0,0,0,10,5000,0,5000,5000,0,400,10,1000,60,500,100,,510,4361528
16778,2,3,9,5,3,2,2,1,1700,200,500,1000,12,10,5,0,0,0,0,2,4480,0,0,0,0,,0,,50,50,,,120,2641576
16780,1,3,2,4,6,2,2,2,53700,5700,39000,9000,15,0,5,0,0,0,0,0,1500,0,0,0,0,,15,1500,2000,500,,,300,3414512
16781,2,3,2,3,3,1,,,6723,6673,0,50,100,64,5,0,0,0,10,10,0,0,0,0,0,,64,2600,633,1010,,,150,2769733
16785,2,4,8,5,5,2,2,1,33300,3300,25000,5000,150,50,,50,0,50,50,0,0,0,0,0,0,150,20,1000,1000,,,,100,2639625
16789,1,6,4,5,5,2,1,2,3000,2000,0,1000,150,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,200,1656130
16792,1,3,2,1,6,2,1,3,204165,3165,190000,11000,100,0,,0,0,0,10,0,15500,0,15500,15500,0,,10,,,,,,300,3993789
16795,2,2,2,3,4,1,,,15630,7630,0,8000,130,10,5,0,0,0,5,5,0,0,0,0,0,,10,3600,100,300,100,1000,40,1693477
16797,1,6,9,5,6,2,2,1,11940,940,8000,3000,50,12,,0,0,0,0,0,1400,0,900,900,0,,30,,240,,,,400,1656130
16799,1,5,2,2,6,2,2,,31900,900,31000,0,50,50,,0,0,0,0,0,10,0,10,0,0,,50,50,800,,,,400,3038873
16801,1,2,2,3,2,1,,,13400,600,12000,800,20,0,,0,0,0,0,0,0,0,0,0,0,,0,,400,,,,80,1316087
16802,2,2,2,2,4,1,,,6655,5355,1000,300,140,115,5,0,0,0,0,10,800,600,0,0,0,,0,400,1500,180,175,,120,1741465
16803,2,3,2,2,6,2,2,1,79760,1760,77000,1000,20,20,,0,0,0,0,0,5000,5000,0,0,0,,10,,100,,,,400,2932871
16806,2,3,2,4,7,1,,,2201,200,2000,1,50,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,50,2929480
16807,1,6,9,3,5,2,2,2,30030,5030,24000,1000,100,80,,0,0,0,0,0,0,0,0,0,0,,20,2000,400,,,,220,1645889
16808,2,3,2,2,3,1,,,13500,3500,7000,3000,70,50,,0,0,0,0,0,0,0,0,0,0,,10,,3000,,,,150,2932871
16809,2,3,9,2,7,2,2,1,45650,5350,40000,300,100,30,,0,0,0,10,0,9000,0,9000,9000,0,,15,500,200,,500,,250,2932871
16810,2,4,3,3,7,2,2,1,60600,4600,55000,1000,150,100,5,0,0,0,25,0,0,0,0,0,0,200,150,100,200,1000,,,150,2835021
16812,1,5,7,4,3,1,,2,10200,2100,7100,1000,35,20,5,0,0,0,0,5,1700,0,1700,0,0,,20,,500,100,,,150,3106659
16815,1,3,2,4,3,2,1,,29350,200,29000,150,50,0,,0,0,0,0,0,8500,0,8500,8500,0,,0,,,,,,150,3414512
16817,1,4,8,3,3,1,,,17000,14000,0,3000,30,0,,0,0,0,0,0,0,0,0,0,0,150,0,,,,,,80,3487272
16818,1,5,2,3,6,2,1,2,53000,21000,31000,1000,100,0,5,0,0,0,0,0,0,0,0,0,0,,70,10000,,1000,3000,,550,2869737
16819,1,6,8,4,5,2,2,2,77850,34550,40800,2500,40,5,,0,0,0,20,0,0,0,0,0,0,,0,8000,100,,,,250,1978722
16820,1,5,9,3,7,2,2,2,28650,2650,25000,1000,250,0,,0,0,0,200,0,5000,0,5000,5000,0,,200,,,,,,500,2869737
16823,2,4,2,3,4,1,,,19250,18650,0,600,170,30,5,55,55,0,72,0,0,0,0,0,0,200,72,2000,100,250,2000,5000,150,2835021
16824,1,4,2,2,7,2,2,1,79325,8325,70000,1000,500,450,,0,0,0,0,0,0,0,0,0,0,100,500,2000,5000,,,,200,3615840
16826,2,3,2,5,5,2,2,,11410,110,8000,3300,50,0,5,0,0,0,0,50,10600,0,7700,4500,0,,0,,,60,,,150,2641576
16827,1,2,2,4,3,1,,,6120,2920,1800,1400,130,0,5,0,0,0,0,20,800,0,0,0,0,,10,,,520,,,30,1437017
16829,1,3,2,5,6,2,2,,13270,270,12000,1000,270,0,,0,0,0,0,0,8100,0,0,0,7000,,30,,,,,,200,3146348
16830,1,4,2,2,7,2,2,2,99650,2150,97000,500,30,0,,0,0,0,0,0,14300,0,12000,12000,0,300,0,,,,1000,,630,3615840
16832,2,2,9,2,7,1,,,2200,200,0,2000,20,0,,0,0,0,0,0,15000,0,15000,15000,0,,0,,,,,,20,1741465
16834,2,3,9,3,3,1,,,1800,1800,0,0,100,5,5,15,0,15,0,10,0,0,0,0,0,,0,400,400,300,,,70,2769733
